,Cocktail Name,Cocktail_tags,Ingredients,Preparation,Alcoholic?,Category
302,Pure Passion,Passion,"Garnish withMint, DashPeach Bitters, 15 mlPassion fruit syrup, 30 mlLime Juice, 20 mlPassoa, 40 mlRum, ",Mix up all ingredients with a cocktail stirrer and serve with crushed ice with mint and edible flour if available.,Alcoholic,Cocktail
303,Popped cherry,,"4 oz Orange juice, 4 oz Cranberry juice, 2 oz Cherry liqueur, 2 oz Vodka, ",Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,Alcoholic,Ordinary Drink
304,Poppy Cocktail,,"3/4 oz white Creme de Cacao, 1 1/2 oz Gin, ","Shake ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Ordinary Drink
305,Port Wine Flip,,"NoneNutmeg, 1 whole Egg, 1 tsp Powdered sugar, 2 tsp Light cream, 1 1/2 oz Port, ",Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,Alcoholic,Ordinary Drink
306,Planter's Punch,"IBA,Classic","1 part Pineapple juice, 2 parts Orange juice, 1/2 part Orgeat syrup, 1 part Dark rum, ","Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple.",Alcoholic,Punch / Party Drink
307,Pineapple Paloma,,"RimmedPepper, Garnish withLime, 8 ozPineapple Juice, 1 ozFresh Lime Juice, 4 ozGrapefruit Juice, 4 ozTequila, ","Rub the rim of each glass with lime slice and dip into salt.
Add ice, tequila, grapefruit juice, lime juice and top with pineapple soda.
Give it a quick stir.
Garnish with fresh pineapple or lime.",Alcoholic,Cocktail
308,Pornstar Martini,"Adult, Shot, Bubbly","1 shotProsecco, 1 clLime, 1 clPassion fruit juice, 3 clPassoa, 3 clVodka, ",Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Cut passion fruit in half and use as garnish. Pour prosecco into a chilled shot glass and serve alongside the martini.,Alcoholic,Cocktail
309,Planter’s Punch,,"4 dropsAngostura Bitters, 1 clSugar Syrup, 1 clGrenadine, 3.5 clPineapple Juice, 3 clOrange Juice, 4.5 cLDark Rum, ",Squeeze an orange and strain the juice. Put all the ingredients in a shaker filled with ice and shake for at least 12 seconds. Strain into a highball glass and decorate with a pineapple wedge or fruit of your choice.,Alcoholic,Cocktail
310,Port And Starboard,,"1/2 oz Green Creme de Menthe, 1 tblsp Grenadine, ","Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.",Alcoholic,Ordinary Drink
311,Port Wine Cocktail,,"1/2 tsp Brandy, 2 1/2 oz Port, ","Stir ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Ordinary Drink
312,Pysch Vitamin Light,,"NoneIce, 1 part Pineapple juice, 1 part Apple juice, 1 part Orange juice, ",Shake with ice.,Non alcoholic,Ordinary Drink
313,Pink Panty Pulldowns,,"2 cups Vodka, 2 cups Pink lemonade, 1 L Sprite, ",Shake well,Alcoholic,Ordinary Drink
314,Passion Fruit Martini,,"Full GlassPassion fruit juice, 1/2 shotSugar Syrup, 1 shotVodka, ",Pour all ingredients into a glass and stir. Garnish with half a passion fruit piece.,Alcoholic,Cocktail
315,Pineapple Gingerale Smoothie,,"1/2 Pineapple, 1/4 inch Ginger, ",Throw everything into a blender and liquify.,Non alcoholic,Other / Unknown
316,Quentin,,"1/8 tsp grated Nutmeg, 1 oz Light cream, 1/2 oz Kahlua, 1 1/2 oz Dark rum, ","In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.",Alcoholic,Ordinary Drink
317,Queen Bee,,"1/2 oz cream Sherry, 1 1/2 oz Lime vodka, 1 oz Coffee brandy, ","Shake all ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Ordinary Drink
318,Quick F**K,,"1 part Baileys irish cream, 1 part Midori melon liqueur, 1 part Kahlua, ","In a shot glass add 1/3 Kahlua first. Then 1/3 Miduri, topping it off with a 1/3 bailey's irish cream",Alcoholic,Shot
319,Quick-sand,,"Add 250 ml Orange juice, 25 ml Black Sambuca, ","Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!",Alcoholic,Ordinary Drink
320,Queen Charlotte,,"NoneLemon-lime soda, 1 oz Grenadine, 2 oz Red wine, ","Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve.",Alcoholic,Ordinary Drink
321,Queen Elizabeth,,"1 1/2 tsp Benedictine, 1 1/2 oz Gin, 1/2 oz Dry Vermouth, ","Stir all ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Ordinary Drink
322,Quaker's Cocktail,,"2 tsp Raspberry syrup, Juice of 1/4 Lemon, 3/4 oz Brandy, 3/4 oz Light rum, ","Shake all ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Ordinary Drink
323,Quarter Deck Cocktail,,"Juice of 1/2 Lime, 1/3 oz cream Sherry, 1 1/2 Light rum, ","Stir all ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Ordinary Drink
324,Rose,"IBA,ContemporaryClassic","NonePowdered sugar, 1 tsp Grenadine, 1/2 tsp Lemon juice, 1/2 oz Apricot brandy, 1 oz Gin, 1/2 oz Dry Vermouth, ","Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",Alcoholic,Ordinary Drink
325,Radler,,"12 oz 7-Up, 12 oz Beer, ","Pour beer into large mug, slowly add the 7-up (or Sprite).",Alcoholic,Ordinary Drink
326,Rum Sour,,"1 Maraschino cherry, 1 Orange, 1/2 tsp superfine Sugar, 1 oz Lemon juice, 2 oz Light rum, ","In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",Alcoholic,Ordinary Drink
327,Rum Punch,,"crushed Ice, 355 ml frozen Orange juice, 355 ml frozen Fruit punch, large bottle Ginger ale, mikey bottle Rum, ",Mix all ingredients in a punch bowl and serve.,Alcoholic,Punch / Party Drink
328,Rum Toddy,,"2 tsp Water, 1 twist of Lemon peel, 2 tsp Powdered sugar, 2 oz light or dark Rum, ",Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.,Alcoholic,Ordinary Drink
329,Royal Fizz,,"NoneCoca-Cola, 1 whole Egg, 2 oz Sweet and sour, 1 oz Gin, ",Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,Alcoholic,Ordinary Drink
330,Rum Cooler,,"1 Lemon, 4 oz Lemon-lime soda, 2 oz light or dark Rum, ",Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.,Alcoholic,Ordinary Drink
331,Rum Runner,,"3-4 oz Cranberry juice, 3-4 oz Pineapple juice, 3-4 oz Orange juice, 1 oz Blackberry brandy, 1 1/2 oz Malibu rum, ",Mix all ingredients in glass & add ice.,Alcoholic,Punch / Party Drink
332,Rusty Nail,"IBA,Classic","1 twist of Lemon peel, 1/2 oz Drambuie, 1 1/2 oz Scotch, ",Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,Alcoholic,Ordinary Drink
333,Red Snapper,,"1 shot Cranberry juice, 1 shot Amaretto, 1 shot Crown Royal, ","One shot each, shake n shoot",Alcoholic,Shot
334,Royal Bitch,,"1 part Crown Royal, 1 part Frangelico, ",Into a shot glass layer the Crown Royal on top of the Frangelico.,Alcoholic,Shot
335,Royal Flush,,"1 oz Cranberry juice, 1/2 oz Chambord raspberry liqueur, 1 oz Peach schnapps, 1 1/2 oz Crown Royal, ",Pour all the ingredients into tumbler over ice. Strain into glass.,Alcoholic,Shot
336,Rum Cobbler,,"1 Orange, 1 Maraschino cherry, 2 oz Dark rum, 1 Lemon, 3 oz Club soda, 1 tsp superfine Sugar, ","In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.",Alcoholic,Ordinary Drink
337,Ruby Tuesday,,"2 splashes Grenadine, 5 oz Cranberry juice, 2 oz Gin, ",Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,Alcoholic,Cocktail
338,Rail Splitter,,"NoneGinger ale, NoneLemon juice, 2 tsp Sugar syrup, ",Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.,Non alcoholic,Cocktail
339,Rosemary Blue,,"Garnish withRosemary, 100 mlTonic Water, 15 mlBlue Curacao, 50 mlGin, ","1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.
2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.
3) Gently fold with a bar spoon to mix.",Alcoholic,Cocktail
340,Ramos Gin Fizz,,"2 clSoda Water, 2 dropVanilla extract, 1Egg White, 6 clCream, 3 clSugar Syrup, 3 clLemon Juice, 4.5 cLGin, ","Prepare all the ingredients on the counter to be able to work well and quickly, especially the cream and egg white.

Pour all the ingredients into a shaker.

Shake vigorously for 1 minute: cream and egg white must be mixed perfectly, so don't rush.

Now open the shaker and put some ice and shake for 1-2 minutes. It depends on how long you can resist!

Pour into a highball glass, add a splash of soda and garnish to taste.

Ramos Gin Fizz was once drunk as an invigorating drink or even as a breakfast, try it as an aperitif and after dinner and you will discover a little gem now lost.",Alcoholic,Cocktail
341,Royal Gin Fizz,,"NoneCarbonated water, 1 whole Egg, 1 tsp Powdered sugar, Juice of 1/2 Lemon, 2 oz Gin, ","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Alcoholic,Ordinary Drink
342,Rum Milk Punch,,"NoneNutmeg, 1 tsp Powdered sugar, 1 cup Milk, 2 oz Light rum, ",Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,Alcoholic,Ordinary Drink
343,Raspberry Julep,,"8Mint, 1/2 ozRaspberry syrup, 2 ozBourbon, ","Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.",Alcoholic,Cocktail
344,Rum Screwdriver,,"5 oz Orange juice, 1 1/2 oz Light rum, ","Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.",Alcoholic,Ordinary Drink
345,Raspberry Cooler,,"NoneIce, 4 oz Lemon-lime soda, 2 oz Raspberry vodka, ",Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,Alcoholic,Other / Unknown
346,Rum Old-fashioned,,"Twist of Lime peel, 1 tsp Water, 1 dash Bitters, 1/2 tsp Powdered sugar, 1 tsp 151 proof rum, 1 1/2 oz Light rum, ","Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.",Alcoholic,Ordinary Drink
347,Russian Spring Punch,"IBA,NewEra","2.5 clLemon Juice, 1 clSugar Syrup, 1.5 clCreme de Cassis, 2.5 clVodka, ","Pour the ingredients into an highball glass, top with Sparkling wine.",Alcoholic,Ordinary Drink
348,Radioactive Long Island Iced Tea,,"1 oz Malibu rum, 1 oz Midori melon liqueur, 1 oz Chambord raspberry liqueur, 1 oz Triple sec, 1 oz Gin, 1 oz Tequila, 1 oz Vodka, 1 oz Rum, ",Pour all ingredients over ice in a very tall glass. Sip cautiously.,Alcoholic,Ordinary Drink
349,Smut,,"1/3 part Orange juice, 1/3 part Pepsi Cola, 1 shot Peach schnapps, 1/3 part Red wine, ",Throw it all together and serve real cold.,Alcoholic,Punch / Party Drink
350,Spritz,,"splashSoda Water, 4 clCampari, 6 clProsecco, ","Build into glass over ice, garnish and serve.",Alcoholic,Ordinary Drink
351,Scooter,,"1 oz Light cream, 1 oz Amaretto, 1 oz Brandy, ","Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",Alcoholic,Ordinary Drink
352,Sangria,,"NoneCinnamon, NoneCloves, 1 cup Lemon juice, 1 cup Orange juice, 1/2 cup Sugar, 1 bottle Red wine, ",Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,Alcoholic,Punch / Party Drink
353,Stinger,"IBA,Classic","1/2 oz White Creme de Menthe, 1 1/2 oz Brandy, ","Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",Alcoholic,Ordinary Drink
354,Sazerac,"IBA,Classic","1 twist of Lemon peel, 2 oz Bourbon, 1 tsp Water, 2 dashes Peychaud bitters, 1/2 tsp superfine Sugar, 1 tsp Ricard, ","Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.",Alcoholic,Ordinary Drink
355,Sidecar,"IBA,Classic","1 oz Lemon juice, 1/2 oz Cointreau, 2 oz Cognac, ",Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,Alcoholic,Ordinary Drink
356,Snowday,Winter,"Garnish withOrange Peel, DashAngostura Bitters, 1 tspBlood Orange, 1 ozRuby Port, 1 ozAmaro Montenegro, 1 ozVodka, ",Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.,Alcoholic,Cocktail
357,Spice 75,Christmas,"Garnish withOrange spiral, 6 clChampagne, 90 mlLime Juice, 20 clRum, 1 tblspAllspice, 60 mlSugar, ","Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.",Alcoholic,Cocktail
358,Snowball,Christmas,"cubesIce, 1 slice Lemon, 8-10 oz cold Lemonade, 1 1/2 oz Advocaat, ",Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,Alcoholic,Ordinary Drink
359,Shot-gun,,"1 oz Wild Turkey, 1 part Jack Daniels, 1 part Jim Beam, ",Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,Alcoholic,Shot
360,Salty Dog,,"1/4 tsp Salt, 1 1/2 oz Gin, 5 oz Grapefruit juice, ","Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",Alcoholic,Ordinary Drink
361,Stone Sour,,"1 oz Sweet and sour, 1 oz Orange juice, 1 oz Apricot brandy, ","Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",Alcoholic,Ordinary Drink
362,Sea breeze,"IBA,ContemporaryClassic","1 oz Grapefruit juice, 4 oz Cranberry juice, 1 1/2 oz Vodka, ",Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,Alcoholic,Ordinary Drink
363,Scotch Sour,,"1 Cherry, 1/2 slice Lemon, 1/2 tsp Powdered sugar, Juice of 1/2 Lime, 1 1/2 oz Scotch, ","Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",Alcoholic,Ordinary Drink
364,Sweet Tooth,,"NoneMilk, 2 shots Godiva liqueur, ","Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",Alcoholic,Shake
365,Screwdriver,IBA,"NoneOrange juice, 2 oz Vodka, ",Mix in a highball glass with ice. Garnish and serve.,Alcoholic,Ordinary Drink
366,Sherry Flip,,"NoneNutmeg, 1 whole Egg, 1 tsp Powdered sugar, 2 tsp Light cream, 1 1/2 oz cream Sherry, ",Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,Alcoholic,Ordinary Drink
367,Sol Y Sombra,,"1 1/2 oz Anisette, 1 1/2 oz Brandy, ","Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",Alcoholic,Ordinary Drink
368,Shark Attack,,"1 1/2 cup Vodka, 3 cans Water, 1 can Lemonade, ",Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,Alcoholic,Cocktail
369,San Francisco,,"NoneOrange juice, NoneGrenadine, 2 cl Creme de Banane, 2 cl Vodka, ","Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",Alcoholic,Ordinary Drink
370,Space Odyssey,,"NoneCherries, NoneGrenadine, NoneOrange juice, 1 shot Pineapple juice, 1 shot Malibu rum, 1 shot Bacardi 151 proof rum, ",Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,Alcoholic,Ordinary Drink
371,Sherry Eggnog,,"NoneNutmeg, NoneMilk, 1 whole Egg, 1 tsp Powdered sugar, 2 oz cream Sherry, ","Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",Alcoholic,Ordinary Drink
372,Sweet Bananas,,"1 tblsp Honey, 1 Banana, 2 cups Milk, ","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Non alcoholic,Shake
373,Sweet Sangria,,"NoneFresca, NoneLemon,  wedges
Lime,  wedges
Orange, 1 cupApple, 2 cups hot Water, 1 cup Sugar, 2 bottles Red wine, ","Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",Alcoholic,Punch / Party Drink
374,Thriller,,"1 oz Orange juice, 1 oz Green Ginger Wine, 1 1/2 oz Scotch, ","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Alcoholic,Ordinary Drink
375,The Galah,Dark,"TopLime Juice, TopPineapple Juice, 1/2 shotCreme De Banane, 1 shotCampari, 1 shotDark Rum, ",Mix together the alcoholic portions and top with Pineapple and Lime juice.,Alcoholic,Cocktail
376,Tia-Maria,,"4 tsp Vanilla extract, 1 cup Rum, 4 tsp Coffee, 3/4-1 cup Brown sugar, 1 cup Water, ","Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",Alcoholic,Homemade Liqueur
377,Tipperary,,"1/2 ozGreen Chartreuse, 1 ozSweet Vermouth, 2 ozIrish Whiskey, ","Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.",Alcoholic,Cocktail
378,Turkeyball,,"1 splash Pineapple juice, 3/4 oz Amaretto, 1 oz Wild Turkey, ",Shake with ice and strain into a shot glass.,Alcoholic,Shot
379,Texas Sling,,"1 oz Cream, 1/2 oz Bacardi 151 proof rum, 1/2 oz Amaretto, 1/2 oz Irish cream, 1/2 oz Kahlua, ","Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",Alcoholic,Shake
380,Thai Coffee,,"NoneIce, NoneWhipping cream, NoneSugar, 4-5 whole green Cardamom, 1/4 tsp Coriander, 6 tblsp groundCoffee, ","Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.",Non alcoholic,Coffee / Tea
381,Tom Collins,,"1 Orange, 1 Maraschino cherry, 3 oz Club soda, 1 tsp superfine Sugar, 1 oz Lemon juice, 2 oz Gin, ","In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",Alcoholic,Ordinary Drink
382,Tomato Tang,,"1 dash Celery salt, 1-2 tblsp Lemon juice, 2 cups Tomato juice, ","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Non alcoholic,Other / Unknown
383,Talos Coffee,,"1 part Coffee, 3 parts Grand Marnier, ",Add your GM and then add your coffee.,Alcoholic,Coffee / Tea
384,Tennesee Mud,,"NoneWhipped cream, 4 oz Amaretto, 4 oz Jack Daniels, 8 oz Coffee, ","Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",Alcoholic,Coffee / Tea
385,Tequila Fizz,,"NoneGinger ale, 1 Egg white, 3/4 oz Grenadine, 1 tblsp Lemon juice, 2 oz Tequila, ","Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",Alcoholic,Ordinary Drink
386,Tequila Sour,,"1 Cherry, 1/2 slice Lemon, 1 tsp Powdered sugar, Juice of 1/2 Lemon, 2 oz Tequila, ","Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",Alcoholic,Ordinary Drink
387,Thai Iced Tea,,"garnishMint, cubesIce, 2 tsp sweetened Condensed milk, 1/2 cup boiling Water, 1/4 cup Thai Tea, ","Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",Non alcoholic,Coffee / Tea
388,The Last Word,,"1 ozLime Juice, 1 ozMaraschino Liqueur, 1 ozGreen Chartreuse, ",Shake with ice and strain into a cocktail glass.,Alcoholic,Cocktail
389,Turf Cocktail,,"Twist of Orange peel, 2 dashes Bitters, 1/4 tsp Anis, 1 oz Gin, 1 oz Dry Vermouth, ",Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,Alcoholic,Ordinary Drink
390,The Laverstoke,,"1 Large SprigMint, 1 SliceGinger, 2 WedgesLime, 75 mlTonic Water, 15 mlRosso Vermouth, 15 mlElderflower cordial, 50 mlGin, ","1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix.

2) Fully fill the glass with cubed ice and stir to chill.

3) Top with Fever-Tree Ginger Ale and gently stir again to combine.

4) Garnish with a snapped ginger slice and an awoken mint sprig.",Alcoholic,Cocktail
391,Tequila Slammer,Drunk,"1 part7-up, 1 shotTequila, ",Mix carefully to avoid releasing the dissolved CO2.,Alcoholic,Shot
392,Tequila Sunrise,"IBA,ContemporaryClassic","NoneGrenadine, NoneOrange juice, 2 measures Tequila, ","Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",Alcoholic,Cocktail
393,The Philosopher,,"TopProsecco, 1 dashLemon Juice, 1 dashOrange Bitters, 1 shotMelon Liqueur, 1 shotGin, ","Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco.",Alcoholic,Cocktail
394,Tuxedo Cocktail,"IBA,Classic","1 Cherry, 2 dashes Orange bitters, 1/4 tsp Anis, 1/4 tsp Maraschino liqueur, 1 1/2 oz Gin, 1 1/2 oz Dry Vermouth, ",Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,Alcoholic,Ordinary Drink
395,Tequila Surprise,,"About 8 drops Tabasco sauce, full glass Tequila, ",Fill shot glass with Tequila. Add drops of Tobasco sauce.,Alcoholic,Shot
396,Thai Iced Coffee,,"NoneCardamom,  pods
Cream, NoneSugar, blackCoffee, ","Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.",Non alcoholic,Coffee / Tea
397,The Jimmy Conway,,"4 ozCranberry Juice, 50 mlAmaretto, 50 mlIrish Whiskey, ","Fill glass with ice
Pour in The Irishman and Disaronno
Fill to the top with Cranberry Juice
Garnish with a slice of lemon…Enjoy!",Alcoholic,Cocktail
398,Texas Rattlesnake,,"1 splash Sweet and sour, 1 part Southern Comfort, 1/2 part Cherry brandy, 1 part Yukon Jack, ","Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",Alcoholic,Shot
399,Vesper,"IBA,NewEra","0.75 clLillet Blanc, 1.5 clVodka, 6 clGin, ","Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",Alcoholic,Cocktail
400,Victor,,"1/2 oz Brandy, 1/2 oz Sweet Vermouth, 1 1/2 oz Gin, ","Shake all ingredients with ice, strain into a cocktail glass, and serve.",Alcoholic,Ordinary Drink
401,Vampiro,"IBA,NewEra","1 pinchSalt, 1 dashSugar Syrup, 1.5 clLime Juice, 3 clOrange Juice, 3 clTomato Juice, 6 clTequila, ","Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",Alcoholic,Ordinary Drink
402,Vesuvio,,"1 Egg white, 1 tsp Powdered sugar, Juice of 1/2 Lemon, 1/2 oz Sweet Vermouth, 1 oz Light rum, ","Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Alcoholic,Ordinary Drink
403,Veteran,,"1/2 oz Cherry brandy, 2 oz Dark rum, ",Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,Alcoholic,Ordinary Drink
404,Van Vleet,,"1 oz Lemon juice, 1 oz Maple syrup, 3 oz Light rum, ","Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Alcoholic,Ordinary Drink
405,Vodka Fizz,,"NoneNutmeg, NoneIce, 2 oz Limeade, 2 oz Half-and-half, 2 oz Vodka, ","Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",Alcoholic,Other / Unknown
406,Vodka Lemon,,"cubesIce, 1 SliceLemon Peel, 7 clLemon Juice, 5 clVodka, ","The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served.",Alcoholic,Cocktail
407,Vodka Slime,,"1 1/2 shotVodka, 1/2 shotLime Juice, 1 cupSprite, ","Fill glass with ice. Add vodka, 7-up then finish with the lime juice.",Alcoholic,Cocktail
408,Vodka Tonic,,"1 SliceLemon Peel, 10 clTonic Water, 4 clVodka, ","Wash and cut 1 wedge and 1 slice of lime or lemon.
Fill a tumbler with fresh ice.
Pour the desired dose of vodka and top up with the tonic.
Squeeze the lime wedge into the glass and decorate with the slice.
That's all, very simple: it's just the recipe for happiness!",Alcoholic,Cocktail
